Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
Office31,GradNorm,val_optimal,True,False,brightness,smear,0.15384615384615385,0.9080459770114943,0.530946065428824
Office31,GradNorm,val_optimal,True,False,brightness,webcam,0.5229357798165137,0.978021978021978,0.7504788789192458
Office31,GradNorm,val_optimal,True,False,dslr,brightness,0.99,0.9299999999999999,0.96
Office31,GradNorm,val_optimal,True,False,dslr,dslr,0.7339449541284404,0.9230769230769231,0.8285109386026818
Office31,GradNorm,val_optimal,True,False,dslr,smear,0.23076923076923078,0.7931034482758621,0.5119363395225465
Office31,GradNorm,val_optimal,True,False,dslr,webcam,0.7155963302752294,0.9230769230769231,0.8193366266760762
Office31,GradNorm,val_optimal,True,False,smear,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,val_optimal,True,False,smear,dslr,0.7339449541284404,0.9120879120879121,0.8230164331081762
Office31,GradNorm,val_optimal,True,False,smear,smear,0.2692307692307692,0.7873563218390804,0.5282935455349248
Office31,GradNorm,val_optimal,True,False,smear,webcam,0.7247706422018348,0.9120879120879121,0.8184292771448735
Office31,GradNorm,val_optimal,True,False,webcam,brightness,1.0,0.87,0.935
Office31,GradNorm,val_optimal,True,False,webcam,dslr,0.7522935779816514,0.8681318681318682,0.8102127230567597
Office31,GradNorm,val_optimal,True,False,webcam,smear,0.3076923076923077,0.7413793103448276,0.5245358090185677
Office31,GradNorm,val_optimal,True,False,webcam,webcam,0.8165137614678899,0.8681318681318682,0.842322814799879
Office31,GradNorm,ind_span,True,False,brightness,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,ind_span,True,False,brightness,dslr,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,False,brightness,smear,0.19230769230769232,0.867816091954023,0.5300618921308576
Office31,GradNorm,ind_span,True,False,brightness,webcam,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,False,dslr,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,ind_span,True,False,dslr,dslr,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,False,dslr,smear,0.19230769230769232,0.867816091954023,0.5300618921308576
Office31,GradNorm,ind_span,True,False,dslr,webcam,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,False,smear,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,ind_span,True,False,smear,dslr,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,False,smear,smear,0.19230769230769232,0.867816091954023,0.5300618921308576
Office31,GradNorm,ind_span,True,False,smear,webcam,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,False,webcam,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,ind_span,True,False,webcam,dslr,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,False,webcam,smear,0.19230769230769232,0.867816091954023,0.5300618921308576
Office31,GradNorm,ind_span,True,False,webcam,webcam,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,logistic,True,False,brightness,brightness,0.98,0.98,0.98
Office31,GradNorm,logistic,True,False,brightness,dslr,0.25688073394495414,0.978021978021978,0.617451355983466
Office31,GradNorm,logistic,True,False,brightness,smear,0.15384615384615385,0.9597701149425287,0.5568081343943413
Office31,GradNorm,logistic,True,False,brightness,webcam,0.3577981651376147,0.978021978021978,0.6679100715797963
Office31,GradNorm,logistic,True,False,dslr,brightness,1.0,0.91,0.9550000000000001
Office31,GradNorm,logistic,True,False,dslr,dslr,0.7431192660550459,0.9120879120879121,0.827603589071479
Office31,GradNorm,logistic,True,False,dslr,smear,0.3076923076923077,0.7816091954022988,0.5446507515473032
Office31,GradNorm,logistic,True,False,dslr,webcam,0.7706422018348624,0.9120879120879121,0.8413650569613873
Office31,GradNorm,logistic,True,False,smear,brightness,1.0,0.73,0.865
Office31,GradNorm,logistic,True,False,smear,dslr,0.8532110091743119,0.7252747252747253,0.7892428672245186
Office31,GradNorm,logistic,True,False,smear,smear,0.5,0.5919540229885057,0.5459770114942528
Office31,GradNorm,logistic,True,False,smear,webcam,0.8899082568807339,0.7252747252747253,0.8075914910777295
Office31,GradNorm,logistic,True,False,webcam,brightness,0.99,0.91,0.95
Office31,GradNorm,logistic,True,False,webcam,dslr,0.7431192660550459,0.9120879120879121,0.827603589071479
Office31,GradNorm,logistic,True,False,webcam,smear,0.3076923076923077,0.7873563218390804,0.5475243147656941
Office31,GradNorm,logistic,True,False,webcam,webcam,0.7522935779816514,0.9120879120879121,0.8321907450347817
Office31,GradNorm,val_optimal,False,False,brightness,brightness,0.99,0.98,0.985
Office31,GradNorm,val_optimal,False,False,brightness,dslr,0.56,0.98,0.77
Office31,GradNorm,val_optimal,False,False,brightness,smear,0.18,0.98,0.58
Office31,GradNorm,val_optimal,False,False,brightness,webcam,0.57,0.98,0.7749999999999999
Office31,GradNorm,val_optimal,False,False,dslr,brightness,0.99,0.9299999999999999,0.96
Office31,GradNorm,val_optimal,False,False,dslr,dslr,0.8,0.9299999999999999,0.865
Office31,GradNorm,val_optimal,False,False,dslr,smear,0.35,0.9299999999999999,0.6399999999999999
Office31,GradNorm,val_optimal,False,False,dslr,webcam,0.78,0.9299999999999999,0.855
Office31,GradNorm,val_optimal,False,False,smear,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,val_optimal,False,False,smear,dslr,0.8,0.92,0.8600000000000001
Office31,GradNorm,val_optimal,False,False,smear,smear,0.36,0.92,0.64
